title,date_posted,company,company_rating,salary,salary_type,job_type,degree_type,remote,remote_type,city,region,city_lat,city_lng,data_tools,hard_skills,soft_skills
data analytics manager  internal audit,04-06-2022,Lendlease,3.9,,,Fulltime,,False,,Sydney Central Business District,New South Wales,,,"cloud,google cloud,power bi,r,python,looker,sql","machine learning,etl,statistics,analytics","emotional intelligence,analytical,strategic planning,management,reporting,flexible,innovative,data analysis,it,analysis,diplomacy,planning"
data modeller,29-05-2022,IT Alliance Australia,,,,,,True,Fully,,,,,,,"analysis,communication,business intelligence,negotiation"
sme data engineer,16-05-2022,INK IT Solutions,,,,Fixed term,,False,,Melbourne,Victoria,-37.8136,144.9631,"hadoop,sql,azure",analytics,"it,consulting"
data engineer,16-05-2022,DemystData,,120000.0,year,Fulltime,,True,Fully,,,,,"python,pandas","ai,cleaning,etl,nlp,machine learning,pipeline","communication,management,project management,creativity,innovative,analysis,coordination,it"
manager  business data reporting,11-06-2022,APRA - Australian Prudential Regulation Authority,4.5,,,"Fulltime, Permanent",,False,,Brisbane,Queensland,-27.4678,153.0281,"power bi,powerbi,r",,"communication,management,decision making,stakeholder management,management communication,reporting,people management"
oracle data integratorodi oracle warehouse builder developer,,GoTech Solutions Pty Ltd,,125000.0,year,Fulltime,Masters,False,,Melbourne,Victoria,-37.8136,144.9631,"sql server,oracle,excel,sql","tuning,etl","it,consulting"
azure data engineer,16-05-2022,ARQ Group,3.9,,,"Fulltime, Permanent",,False,,Sydney,New South Wales,-33.865,151.2094,cloud,,"teamwork,analytical"
data modeller,25-05-2022,ARQ Group,3.9,,,"Fulltime, Permanent",,False,,Melbourne,Victoria,-37.8136,144.9631,cloud,"etl,analytics","writing,analytical,teamwork,reporting,analysis"
privacy  data protection  senior manager,09-06-2022,PwC,4.0,,,Fulltime,,False,,Melbourne,Victoria,-37.8136,144.9631,,"ai,blockchain,analytics","management,business acumen,flexible,leadership,innovative,risk management,coaching"
data engineer video games,04-06-2022,mod.io,,115000.0,year,Fulltime,,True,Fully,,,,,"ec2,aws,postgresql,scala,hadoop,nosql,spark,cloud,c,python,java,sql,postgres,mysql,kafka,elasticsearch,github,airflow,redshift","optimizing,ai,etl,analytics,machine learning,pipeline","presentation,management,project management,reporting,analysis,leadership,it"
director data science aunzsp,16-05-2022,Visa,3.9,,,Fulltime,,True,Temporarily,Sydney,New South Wales,-33.865,151.2094,"hive,spark,tableau,sql,python,pyspark,r","analytics,classification,regression,recommendations,recommender,time series,pipeline","writing,analytical,consulting,mentoring,presenting,communication,management,presentation,stakeholder management,flexible,leadership,innovative,data analysis,people management,analysis,coaching"
esg junior data analyst mandarin speaking,16-05-2022,Institutional Shareholder Services,,,,Fulltime,Masters,False,,Sydney,New South Wales,-33.865,151.2094,,research,"analytical,reading comprehension,management,research,analysis,attention to detail"
project manager  data projects,16-05-2022,Australian Prudential Regulation Authority (APRA),4.5,,,,,False,,Sydney,New South Wales,-33.865,151.2094,,analytics,"communication,management,planning,presentation,project management,organisational,reporting,leadership,it,team player"
meter data manager,03-06-2022,ERM Power Limited.,,,,Fulltime,,False,,Brisbane,Queensland,-27.4678,153.0281,sql,,"productivity,management,time management,organisational,flexible,collaboration,data analysis,team leadership,analysis,attention to detail,leadership,it,data management"
senior commercial data manager,01-06-2022,SBS,3.7,,,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,,,"management,reporting,flexible,innovative,people management,organisation,training,it"
daf senior test analyst data  automation tester,,GoTech Solutions Pty Ltd,,100000.0,year,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,"power bi,cloud,sql,azure","etl,cleansing,analytics","writing,consulting,communication,management,time management,it"
two data analysts  tableau sas,16-05-2022,HiTech Personnel,,,,Fixed term,,False,,Canberra,Australian Capital Territory,-35.2931,149.1269,"sas,tableau",,"motivated,communication,presentation,data analysis,analysis"
junior data analyst  billing analyst,03-06-2022,HAYS,3.6,70000.0,year,"Fulltime, Permanent",,False,,Melbourne City Centre,Victoria,,,"excel,powerpoint",,"presentation,reporting,innovative,organisation,it"
data scientist,25-05-2022,TROOCOO Pty Ltd,,137500.0,year,Fulltime,,True,Hybrid,Sydney,New South Wales,-33.865,151.2094,"python,sas,sql","ai,analytics,artificial intelligence,statistics,optimization,machine learning,natural language processing","analysis,analytical"
professional business data analysis,16-05-2022,CoreLogic,3.3,,,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,"cloud,tableau,aws,powerbi,sql",,"written communication,communication,management,creativity,dedication,reporting,organisation,collaboration,data analysis,analysis,planning,data management"
data engineer data modellerdata analystnetwork engineer data governance,,iNNOAVTE IT CONSULTANCY PRIVATE LIMITED,,110209.5,year,"Fulltime, Permanent, Fixed term",,False,,East Melbourne,Victoria,,,"sql server,git,cloud,power bi,aws,python,unix,airflow,redshift,sql","etl,analytics","management,data analysis,analysis,planning,data management"
btct clinical trial coordinator ctclaboratory data manager,07-06-2022,Western Sydney Local Health District,3.1,45.03,hour,"Parttime, Fixed term",,False,,Westmead,New South Wales,,,,"classification,research","communication,management,research,collaboration,attention to detail,data management"
cloud engineer data  ai,16-05-2022,Accenture,4.0,,,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,cloud,analytics,"consulting,project management,management,troubleshooting,people management,leadership"
data analytics analyst,27-05-2022,IQVIA,3.8,,,Fulltime,,False,,St Leonards,New South Wales,,,"azure,r,hadoop,python,sql","recommendations,research,analytics","administration,analytical,communication,research,reporting,resourceful,verbal communication,analysis"
business systems and data manager,02-06-2022,Western District Health Service,,,,,,False,,Hamilton,Victoria,-37.7333,142.0167,,,"communication,management,reporting,organisation,data management"
data science lead,16-05-2022,Airwallex,,,,Fulltime,,False,,Victoria,,,,"spss,sas,python,matlab,r","ab testing,statistics,analytics","management,leadership"
agile delivery lead data warehouse,16-05-2022,MLC Life Insurance,3.7,,,"Fulltime, Permanent",Bachelors,False,,Docklands,Victoria,,,"snowflake,sql",,"leading a team,written communication,communication,facilitator,management,organisational,flexible,it,coordination,leadership,planning"
data governance analyst  12 month fixed term contract,28-05-2022,Flybuys,,,,Fulltime,Masters,False,,Melbourne,Victoria,-37.8136,144.9631,"powerpoint,cloud,snowflake,sql","recommendations,analytics","written communication,communication,management,reporting,data analysis,analysis,data management"
data engineer,16-05-2022,Vanguard,,,,,,True,Fully,Melbourne,Victoria,-37.8136,144.9631,"hive,cloud,spark,s3,kafka,aws,azure,sql,hadoop,python,splunk,scala,r","ai,nlp,analytics,machine learning","personal development,analysis,management,innovative"
data engineer,27-05-2022,Carlyle Kingswood Global,,115000.0,year,Fulltime,,True,Fully,Melbourne,Victoria,-37.8136,144.9631,"power bi,postgres,sql,azure",etl,"management,flexible,training,it,data management"
aps level 56  policy program data and research officers,01-06-2022,National Health Funding Body,,89387.0,year,"Fulltime, Parttime",,False,,Woden,Australian Capital Territory,,,,"statistics,classification,research","writing,administration,presentation,analysis,strategic planning,customer service,independent,project management,management,research,decision making,coordination,planning,communication,analytical,delegation,reporting,risk management,training"
data collection officer,04-06-2022,Aurec Human Capital Group,,40.0,hour,Fixed term,,True,Hybrid,Sydney,New South Wales,-33.865,151.2094,excel,research,"project management,management,research,attention to detail,data management"
data visualisation specialist,16-05-2022,HiTech Personnel,,,,Fixed term,,False,,Canberra,Australian Capital Territory,-35.2931,149.1269,"power bi,tableau",dashboard,"organisation,analytical,leadership,training"
data scientist braincomputer interface team,16-05-2022,AE Studio,,,,,PhD or Doctorate,True,Fully,Sydney,New South Wales,-33.865,151.2094,"tensorflow,s3,ec2,aws,python,jupyter","deep learning,research,classification,regression,machine learning","flexible,research,it"
digital data analyst,08-06-2022,Talent Insights Group,,,,Fulltime,,False,,Sydney,New South Wales,-33.865,151.2094,"google analytics,sql,tableau",analytics,"presenting,communication,reporting,flexible,verbal communication,analysis"
data  reporting analyst,10-06-2022,HAYS,3.6,,,,,False,,Melbourne City Centre,Victoria,,,"excel,tableau,power bi,salesforce,sql","statistics,cleansing,analytics","analytical,decision making,reporting,analysis,organisation"
office administration and data entry,11-06-2022,Drake International,3.6,29.5,hour,Casual,,False,,Bendigo,Victoria,-36.75,144.2667,,,"administration,customer service,communication,management,time management,organisational,attention to detail"
data scientist,01-06-2022,Aon,3.7,,,,,False,,Sydney,New South Wales,-33.865,151.2094,"sql server,javascript,powerbi,sql","etl,statistics","analytical,management,conflict resolution,stakeholder management,reporting,numeracy,innovative,organisation,attention to detail,maths,it"
senior data engineer,16-05-2022,ANZ Banking Group,4.1,,,Permanent,,False,,Melbourne,Victoria,-37.8136,144.9631,"cloud,gcp,tableau,power bi,r,python,pyspark,sql","pipeline,analytics","reporting,flexible,analytical,innovative"
cloud dataplatform engineer,16-05-2022,ANZ Banking Group,4.1,,,,,False,,Melbourne,Victoria,-37.8136,144.9631,"react,java",,"communication,flexible,innovative,leadership,planning"
senior database administrator charles river development assistant vice president,13-06-2022,State Street Corporation,3.5,,,"Fulltime, Permanent",,False,,Melbourne,Victoria,-37.8136,144.9631,"cloud,azure,sql,powerbi,sql server","tuning,analytics,research,recommendations,optimization","administration,customer service,communication,management,research,troubleshooting,flexible,verbal communication,analysis,attention to detail"
data business analyst,09-06-2022,Macquarie Group,3.8,,,,,False,,Sydney,New South Wales,-33.865,151.2094,"excel,cloud,net,python,powerbi,jupyter,sql",analytics,"independent,management,flexible,innovative,risk management,it"
data modeler,05-06-2022,EnergyAustralia,3.6,,,,,False,,Melbourne,Victoria,-37.8136,144.9631,"hive,spark,cloud,s3,ec2,lambda,aws,hadoop,python,redshift,airflow,scala,sql","optimizing,pipeline,analytics,optimization","management,reporting,business intelligence,organisation,leadership,training,data management"
business analyst  data,28-05-2022,Macquarie Group,3.8,,,,,False,,Sydney,New South Wales,-33.865,151.2094,"power bi,sql",,"analytical,communication,management,flexible,innovative,analysis,it"
group data architect,19-05-2022,Macquarie Group,3.8,,,,,False,,Sydney,New South Wales,-33.865,151.2094,excel,analytics,"motivated,communication,management,flexible,business intelligence,innovative,people management,team player,it,data management"
principal high techdata center electrical engineer,16-05-2022,AECOM,3.7,,,,Bachelors,False,,Sydney,New South Wales,-33.865,151.2094,,pipeline,"motivated,communication,creativity,innovative,leadership"
big datahadoop developer,18-01-2023,Infosys Limited,3.9,117991.0,year,"Fulltime, Permanent",,False,,Sydney,New South Wales,-33.865,151.2094,"bokeh,sql,azure,scala,cloud,java,matplotlib,oracle,sql server,python,gcp,aws","visualization,machine learning","it,analytical,leadership,planning,consulting,team player"
senior compliance specialist  data and analytics,12-01-2023,Vanguard,,,,,Bachelors,True,Fully,Melbourne,Victoria,-37.8136,144.9631,,"analytics,forecasting","training,reporting,management,leadership,project management,personal development,strategic planning,planning"
junior data analyst,17-01-2023,Mars Recruitment,4.2,,,Fulltime,,False,,Mulgrave,Victoria,,,"sql,powerbi,excel",,"writing,it,independent,management,analysis,risk management,reporting,planning,presentation"
junior data engineer,13-01-2023,Greenstone Financial Services,3.9,,,Fulltime,,True,Fully,Bella Vista,New South Wales,,,"sql,airflow","analytics,machine learning","emotional intelligence,leadership,communication,stakeholder management,verbal communication,analysis"
data and insights manager,14-01-2023,Gateway Health,,55.455,hour,Fulltime,,False,,Melbourne,Victoria,-37.8136,144.9631,,"classification,statistics","motivated,training,management,enthusiastic,communication,analysis,organisation"
data analyst,14-01-2023,Give A Grad A Go,,65000.0,year,Fulltime,Masters,False,,Melbourne,Victoria,-37.8136,144.9631,"python,excel,r",analytics,"innovative,data analysis,it,training,reporting,management,time management,computer literacy,communication,project management,verbal communication,analysis,organisation,team player,literacy"
data analyst,13-01-2023,Kmart,3.7,,,,,True,Fully,Mulgrave,Victoria,,,"sql,powerbi,python,r","analytics,forecasting,statistics","it,analytical,management,flexible,communication,analysis,organisation,decision making"
data management analyst,14-01-2023,Telstra,4.0,,,"Fulltime, Permanent",,False,,Melbourne,Victoria,-37.8136,144.9631,,"analytics,recommendations","innovative,it,analytical,management,data management,analysis,collaboration"
